name,url,price_per_lb,total_price,bag_size,bag_type,country,region,altitude,grower,variety,process,flavor_notes,about,warehouse,position,certifications,is_staff_pick,inventory,overview_text,taste_text,source_text,word_cloud,sweetness,acidity,viscosity,balance,watchlist_match,watchlist_farm,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,watchlist_url
Ethiopia Guji 3 Natural Hambela,https://royalcoffee.com/product/3427097000054449421/,,$632.30,132.28 lb,Full Bag,Ethiopia,"Buku Sayasa community, Hambela District, Guji Zone, Oromia Region, Ethiopia",1900 – 2300 masl,Smallholder farmers organized around EDN Ethiopian Coffee,Local arabica landraces and heirloom cultivars,Full natural,,"This is a smallholder-grown, centrally processed natural from western Guji zone. The Hambela district is well-known for excellent coffees and this lot, harvested in Buku Sayasa and processed at a nearby processing station in Chelchele, is no exception. Welcome to Guji Zone Ethiopia’s Guji zone is a distant and heavily forested swath of land stretching southeast through the lower corner of the massive Oromia region. Guji is heavy with primary forest thanks to the Guji tribe, a part of Ethiopia’s vast and diverse Oromo nation, who have for generations organized and legislated to reduce mining and logging outfits in their area, in a struggle to conserve the land’s sacred canopy. Compared to other coffee-heavy regions, large parts of Guji feel like prehistoric backwoods. Coffee farms in many parts of Guji begin at 2000 meters in elevation and tend to climb from there. The highland farming communities in this part of the country can be at turns Edenic in their natural purity, and startlingly remote. EDN Ethiopian Coffee & Processing EDN Ethiopian Coffee is an independent processor and exporter of coffee with processing sites in Guji, Gedeb, and Sidama. The coffee was processed at EDN’s local site in Chelchele community, part of the Gedeb district in southern Yirgacheffe, just across the border from Buku Sayasa. The Chelchele site services the coffee produced by a few hundred outgrowers, each with an average of 1-2 hectares of diversified farmland. While not certified organic, farming methods among smallholders here have traditionally favored organic and regenerative practices, and all produce subsistence crops for the families who live on site. EDN processes coffee both as sundried natural and anaerobically-fermented naturals. Naturals such as this one are received at the processing station in the form of fresh-picked cherry. Cherry is then sorted for defects and uniform ripeness and color, and then placed to ferment in cold water for 24 hours. After fermentation, coffee cherry are immediately moved to raised screen beds to dry in the sun. Drying takes 3-4 weeks depending on the local climate. After the coffee is fully dried it is transported to a local warehouse where it is rigorously assessed for quality and conditioned until it can be transported to Addis Ababa for final milling and export. During the harvest months the Chelchele site employs over 200 people to manage the continuous rotating and sorting of sundried cherry, as well as intake, payment, security, and inventory operations. All workers and their families receive educational resources, full daily meals, and on-site lodging during the harvest. They are also pursuing sustainability and social governance certifications to expand their global market. Keeping Specialty Value Alive The gorgeous arabica genetics of this area, blessed by some of the country’s healthiest biodiversity, could be easily ruined in transit, or homogenized into large regional blends with little traceability, both resulting in depleted pricing. One way for farmers to survive their price disadvantages was by having larger, more diversified family parcels, sometimes 20 acres or more, with equal emphasis on livestock or other crops for local markets as on coffee. But the vast majority have always been small and coffee-centered. Notably as well, cooperative unions, Ethiopia’s hallmark exporter organizations for small farmers, have little to no presence in this part of Guji. Were it not for private processing stations like EDN’s in Chelchele, many local growers in western Guji would have fewer options, worst of all being the sporadic, rogue coffee collector from Gedeo or farther, bringing low prices.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Ethiopia Guji 3 Natural Hambela,https://royalcoffee.com/product/3427097000054449425/,,$632.30,132.28 lb,Full Bag,Ethiopia,"Buku Sayasa community, Hambela District, Guji Zone, Oromia Region, Ethiopia",1900 – 2300 masl,Smallholder farmers organized around EDN Ethiopian Coffee,Local arabica landraces and heirloom cultivars,Full natural,,"This is a smallholder-grown, centrally processed natural from western Guji zone. The Hambela district is well-known for excellent coffees and this lot, harvested in Buku Sayasa and processed at a nearby processing station in Chelchele, is no exception. Welcome to Guji Zone Ethiopia’s Guji zone is a distant and heavily forested swath of land stretching southeast through the lower corner of the massive Oromia region. Guji is heavy with primary forest thanks to the Guji tribe, a part of Ethiopia’s vast and diverse Oromo nation, who have for generations organized and legislated to reduce mining and logging outfits in their area, in a struggle to conserve the land’s sacred canopy. Compared to other coffee-heavy regions, large parts of Guji feel like prehistoric backwoods. Coffee farms in many parts of Guji begin at 2000 meters in elevation and tend to climb from there. The highland farming communities in this part of the country can be at turns Edenic in their natural purity, and startlingly remote. EDN Ethiopian Coffee & Processing EDN Ethiopian Coffee is an independent processor and exporter of coffee with processing sites in Guji, Gedeb, and Sidama. The coffee was processed at EDN’s local site in Chelchele community, part of the Gedeb district in southern Yirgacheffe, just across the border from Buku Sayasa. The Chelchele site services the coffee produced by a few hundred outgrowers, each with an average of 1-2 hectares of diversified farmland. While not certified organic, farming methods among smallholders here have traditionally favored organic and regenerative practices, and all produce subsistence crops for the families who live on site. EDN processes coffee both as sundried natural and anaerobically-fermented naturals. Naturals such as this one are received at the processing station in the form of fresh-picked cherry. Cherry is then sorted for defects and uniform ripeness and color, and then placed to ferment in cold water for 24 hours. After fermentation, coffee cherry are immediately moved to raised screen beds to dry in the sun. Drying takes 3-4 weeks depending on the local climate. After the coffee is fully dried it is transported to a local warehouse where it is rigorously assessed for quality and conditioned until it can be transported to Addis Ababa for final milling and export. During the harvest months the Chelchele site employs over 200 people to manage the continuous rotating and sorting of sundried cherry, as well as intake, payment, security, and inventory operations. All workers and their families receive educational resources, full daily meals, and on-site lodging during the harvest. They are also pursuing sustainability and social governance certifications to expand their global market. Keeping Specialty Value Alive The gorgeous arabica genetics of this area, blessed by some of the country’s healthiest biodiversity, could be easily ruined in transit, or homogenized into large regional blends with little traceability, both resulting in depleted pricing. One way for farmers to survive their price disadvantages was by having larger, more diversified family parcels, sometimes 20 acres or more, with equal emphasis on livestock or other crops for local markets as on coffee. But the vast majority have always been small and coffee-centered. Notably as well, cooperative unions, Ethiopia’s hallmark exporter organizations for small farmers, have little to no presence in this part of Guji. Were it not for private processing stations like EDN’s in Chelchele, many local growers in western Guji would have fewer options, worst of all being the sporadic, rogue coffee collector from Gedeo or farther, bringing low prices.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Ethiopia Guji 3 Natural Hambela,https://royalcoffee.com/product/3427097000054449429/,,$632.30,132.28 lb,Full Bag,Ethiopia,"Buku Sayasa community, Hambela District, Guji Zone, Oromia Region, Ethiopia",1900 – 2300 masl,Smallholder farmers organized around EDN Ethiopian Coffee,Local arabica landraces and heirloom cultivars,Full natural,,"This is a smallholder-grown, centrally processed natural from western Guji zone. The Hambela district is well-known for excellent coffees and this lot, harvested in Buku Sayasa and processed at a nearby processing station in Chelchele, is no exception. Welcome to Guji Zone Ethiopia’s Guji zone is a distant and heavily forested swath of land stretching southeast through the lower corner of the massive Oromia region. Guji is heavy with primary forest thanks to the Guji tribe, a part of Ethiopia’s vast and diverse Oromo nation, who have for generations organized and legislated to reduce mining and logging outfits in their area, in a struggle to conserve the land’s sacred canopy. Compared to other coffee-heavy regions, large parts of Guji feel like prehistoric backwoods. Coffee farms in many parts of Guji begin at 2000 meters in elevation and tend to climb from there. The highland farming communities in this part of the country can be at turns Edenic in their natural purity, and startlingly remote. EDN Ethiopian Coffee & Processing EDN Ethiopian Coffee is an independent processor and exporter of coffee with processing sites in Guji, Gedeb, and Sidama. The coffee was processed at EDN’s local site in Chelchele community, part of the Gedeb district in southern Yirgacheffe, just across the border from Buku Sayasa. The Chelchele site services the coffee produced by a few hundred outgrowers, each with an average of 1-2 hectares of diversified farmland. While not certified organic, farming methods among smallholders here have traditionally favored organic and regenerative practices, and all produce subsistence crops for the families who live on site. EDN processes coffee both as sundried natural and anaerobically-fermented naturals. Naturals such as this one are received at the processing station in the form of fresh-picked cherry. Cherry is then sorted for defects and uniform ripeness and color, and then placed to ferment in cold water for 24 hours. After fermentation, coffee cherry are immediately moved to raised screen beds to dry in the sun. Drying takes 3-4 weeks depending on the local climate. After the coffee is fully dried it is transported to a local warehouse where it is rigorously assessed for quality and conditioned until it can be transported to Addis Ababa for final milling and export. During the harvest months the Chelchele site employs over 200 people to manage the continuous rotating and sorting of sundried cherry, as well as intake, payment, security, and inventory operations. All workers and their families receive educational resources, full daily meals, and on-site lodging during the harvest. They are also pursuing sustainability and social governance certifications to expand their global market. Keeping Specialty Value Alive The gorgeous arabica genetics of this area, blessed by some of the country’s healthiest biodiversity, could be easily ruined in transit, or homogenized into large regional blends with little traceability, both resulting in depleted pricing. One way for farmers to survive their price disadvantages was by having larger, more diversified family parcels, sometimes 20 acres or more, with equal emphasis on livestock or other crops for local markets as on coffee. But the vast majority have always been small and coffee-centered. Notably as well, cooperative unions, Ethiopia’s hallmark exporter organizations for small farmers, have little to no presence in this part of Guji. Were it not for private processing stations like EDN’s in Chelchele, many local growers in western Guji would have fewer options, worst of all being the sporadic, rogue coffee collector from Gedeo or farther, bringing low prices.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Ethiopia Guji 3 Natural Hambela,https://royalcoffee.com/product/3427097000058601383/,,$638.91,132.28 lb,Full Bag,Ethiopia,"Buku Sayasa community, Hambela District, Guji Zone, Oromia Region, Ethiopia",1900 – 2300 masl,Smallholder farmers organized around EDN Ethiopian Coffee,Local arabica landraces and heirloom cultivars,Full natural,,"This is a smallholder-grown, centrally processed natural from western Guji zone. The Hambela district is well-known for excellent coffees and this lot, harvested in Buku Sayasa and processed at a nearby processing station in Chelchele, is no exception. Welcome to Guji Zone Ethiopia’s Guji zone is a distant and heavily forested swath of land stretching southeast through the lower corner of the massive Oromia region. Guji is heavy with primary forest thanks to the Guji tribe, a part of Ethiopia’s vast and diverse Oromo nation, who have for generations organized and legislated to reduce mining and logging outfits in their area, in a struggle to conserve the land’s sacred canopy. Compared to other coffee-heavy regions, large parts of Guji feel like prehistoric backwoods. Coffee farms in many parts of Guji begin at 2000 meters in elevation and tend to climb from there. The highland farming communities in this part of the country can be at turns Edenic in their natural purity, and startlingly remote. EDN Ethiopian Coffee & Processing EDN Ethiopian Coffee is an independent processor and exporter of coffee with processing sites in Guji, Gedeb, and Sidama. The coffee was processed at EDN’s local site in Chelchele community, part of the Gedeb district in southern Yirgacheffe, just across the border from Buku Sayasa. The Chelchele site services the coffee produced by a few hundred outgrowers, each with an average of 1-2 hectares of diversified farmland. While not certified organic, farming methods among smallholders here have traditionally favored organic and regenerative practices, and all produce subsistence crops for the families who live on site. EDN processes coffee both as sundried natural and anaerobically-fermented naturals. Naturals such as this one are received at the processing station in the form of fresh-picked cherry. Cherry is then sorted for defects and uniform ripeness and color, and then placed to ferment in cold water for 24 hours. After fermentation, coffee cherry are immediately moved to raised screen beds to dry in the sun. Drying takes 3-4 weeks depending on the local climate. After the coffee is fully dried it is transported to a local warehouse where it is rigorously assessed for quality and conditioned until it can be transported to Addis Ababa for final milling and export. During the harvest months the Chelchele site employs over 200 people to manage the continuous rotating and sorting of sundried cherry, as well as intake, payment, security, and inventory operations. All workers and their families receive educational resources, full daily meals, and on-site lodging during the harvest. They are also pursuing sustainability and social governance certifications to expand their global market. Keeping Specialty Value Alive The gorgeous arabica genetics of this area, blessed by some of the country’s healthiest biodiversity, could be easily ruined in transit, or homogenized into large regional blends with little traceability, both resulting in depleted pricing. One way for farmers to survive their price disadvantages was by having larger, more diversified family parcels, sometimes 20 acres or more, with equal emphasis on livestock or other crops for local markets as on coffee. But the vast majority have always been small and coffee-centered. Notably as well, cooperative unions, Ethiopia’s hallmark exporter organizations for small farmers, have little to no presence in this part of Guji. Were it not for private processing stations like EDN’s in Chelchele, many local growers in western Guji would have fewer options, worst of all being the sporadic, rogue coffee collector from Gedeo or farther, bringing low prices.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Ethiopia Guji 3 Natural Hambela,https://royalcoffee.com/product/3427097000058601389/,,$638.91,132.28 lb,Full Bag,Ethiopia,"Buku Sayasa community, Hambela District, Guji Zone, Oromia Region, Ethiopia",1900 – 2300 masl,Smallholder farmers organized around EDN Ethiopian Coffee,Local arabica landraces and heirloom cultivars,Full natural,,"This is a smallholder-grown, centrally processed natural from western Guji zone. The Hambela district is well-known for excellent coffees and this lot, harvested in Buku Sayasa and processed at a nearby processing station in Chelchele, is no exception. Welcome to Guji Zone Ethiopia’s Guji zone is a distant and heavily forested swath of land stretching southeast through the lower corner of the massive Oromia region. Guji is heavy with primary forest thanks to the Guji tribe, a part of Ethiopia’s vast and diverse Oromo nation, who have for generations organized and legislated to reduce mining and logging outfits in their area, in a struggle to conserve the land’s sacred canopy. Compared to other coffee-heavy regions, large parts of Guji feel like prehistoric backwoods. Coffee farms in many parts of Guji begin at 2000 meters in elevation and tend to climb from there. The highland farming communities in this part of the country can be at turns Edenic in their natural purity, and startlingly remote. EDN Ethiopian Coffee & Processing EDN Ethiopian Coffee is an independent processor and exporter of coffee with processing sites in Guji, Gedeb, and Sidama. The coffee was processed at EDN’s local site in Chelchele community, part of the Gedeb district in southern Yirgacheffe, just across the border from Buku Sayasa. The Chelchele site services the coffee produced by a few hundred outgrowers, each with an average of 1-2 hectares of diversified farmland. While not certified organic, farming methods among smallholders here have traditionally favored organic and regenerative practices, and all produce subsistence crops for the families who live on site. EDN processes coffee both as sundried natural and anaerobically-fermented naturals. Naturals such as this one are received at the processing station in the form of fresh-picked cherry. Cherry is then sorted for defects and uniform ripeness and color, and then placed to ferment in cold water for 24 hours. After fermentation, coffee cherry are immediately moved to raised screen beds to dry in the sun. Drying takes 3-4 weeks depending on the local climate. After the coffee is fully dried it is transported to a local warehouse where it is rigorously assessed for quality and conditioned until it can be transported to Addis Ababa for final milling and export. During the harvest months the Chelchele site employs over 200 people to manage the continuous rotating and sorting of sundried cherry, as well as intake, payment, security, and inventory operations. All workers and their families receive educational resources, full daily meals, and on-site lodging during the harvest. They are also pursuing sustainability and social governance certifications to expand their global market. Keeping Specialty Value Alive The gorgeous arabica genetics of this area, blessed by some of the country’s healthiest biodiversity, could be easily ruined in transit, or homogenized into large regional blends with little traceability, both resulting in depleted pricing. One way for farmers to survive their price disadvantages was by having larger, more diversified family parcels, sometimes 20 acres or more, with equal emphasis on livestock or other crops for local markets as on coffee. But the vast majority have always been small and coffee-centered. Notably as well, cooperative unions, Ethiopia’s hallmark exporter organizations for small farmers, have little to no presence in this part of Guji. Were it not for private processing stations like EDN’s in Chelchele, many local growers in western Guji would have fewer options, worst of all being the sporadic, rogue coffee collector from Gedeo or farther, bringing low prices.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Ethiopia Guji 3 Natural Hambela,https://royalcoffee.com/product/3427097000058601404/,,$641.56,132.28 lb,Full Bag,Ethiopia,"Buku Sayasa community, Hambela District, Guji Zone, Oromia Region, Ethiopia",1900 – 2300 masl,Smallholder farmers organized around EDN Ethiopian Coffee,Local arabica landraces and heirloom cultivars,Full natural,,"This is a smallholder-grown, centrally processed natural from western Guji zone. The Hambela district is well-known for excellent coffees and this lot, harvested in Buku Sayasa and processed at a nearby processing station in Chelchele, is no exception. Welcome to Guji Zone Ethiopia’s Guji zone is a distant and heavily forested swath of land stretching southeast through the lower corner of the massive Oromia region. Guji is heavy with primary forest thanks to the Guji tribe, a part of Ethiopia’s vast and diverse Oromo nation, who have for generations organized and legislated to reduce mining and logging outfits in their area, in a struggle to conserve the land’s sacred canopy. Compared to other coffee-heavy regions, large parts of Guji feel like prehistoric backwoods. Coffee farms in many parts of Guji begin at 2000 meters in elevation and tend to climb from there. The highland farming communities in this part of the country can be at turns Edenic in their natural purity, and startlingly remote. EDN Ethiopian Coffee & Processing EDN Ethiopian Coffee is an independent processor and exporter of coffee with processing sites in Guji, Gedeb, and Sidama. The coffee was processed at EDN’s local site in Chelchele community, part of the Gedeb district in southern Yirgacheffe, just across the border from Buku Sayasa. The Chelchele site services the coffee produced by a few hundred outgrowers, each with an average of 1-2 hectares of diversified farmland. While not certified organic, farming methods among smallholders here have traditionally favored organic and regenerative practices, and all produce subsistence crops for the families who live on site. EDN processes coffee both as sundried natural and anaerobically-fermented naturals. Naturals such as this one are received at the processing station in the form of fresh-picked cherry. Cherry is then sorted for defects and uniform ripeness and color, and then placed to ferment in cold water for 24 hours. After fermentation, coffee cherry are immediately moved to raised screen beds to dry in the sun. Drying takes 3-4 weeks depending on the local climate. After the coffee is fully dried it is transported to a local warehouse where it is rigorously assessed for quality and conditioned until it can be transported to Addis Ababa for final milling and export. During the harvest months the Chelchele site employs over 200 people to manage the continuous rotating and sorting of sundried cherry, as well as intake, payment, security, and inventory operations. All workers and their families receive educational resources, full daily meals, and on-site lodging during the harvest. They are also pursuing sustainability and social governance certifications to expand their global market. Keeping Specialty Value Alive The gorgeous arabica genetics of this area, blessed by some of the country’s healthiest biodiversity, could be easily ruined in transit, or homogenized into large regional blends with little traceability, both resulting in depleted pricing. One way for farmers to survive their price disadvantages was by having larger, more diversified family parcels, sometimes 20 acres or more, with equal emphasis on livestock or other crops for local markets as on coffee. But the vast majority have always been small and coffee-centered. Notably as well, cooperative unions, Ethiopia’s hallmark exporter organizations for small farmers, have little to no presence in this part of Guji. Were it not for private processing stations like EDN’s in Chelchele, many local growers in western Guji would have fewer options, worst of all being the sporadic, rogue coffee collector from Gedeo or farther, bringing low prices.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Ethiopia Guji 3 Natural Hambela,https://royalcoffee.com/product/3427097000058601408/,,$641.56,132.28 lb,Full Bag,Ethiopia,"Buku Sayasa community, Hambela District, Guji Zone, Oromia Region, Ethiopia",1900 – 2300 masl,Smallholder farmers organized around EDN Ethiopian Coffee,Local arabica landraces and heirloom cultivars,Full natural,,"This is a smallholder-grown, centrally processed natural from western Guji zone. The Hambela district is well-known for excellent coffees and this lot, harvested in Buku Sayasa and processed at a nearby processing station in Chelchele, is no exception. Welcome to Guji Zone Ethiopia’s Guji zone is a distant and heavily forested swath of land stretching southeast through the lower corner of the massive Oromia region. Guji is heavy with primary forest thanks to the Guji tribe, a part of Ethiopia’s vast and diverse Oromo nation, who have for generations organized and legislated to reduce mining and logging outfits in their area, in a struggle to conserve the land’s sacred canopy. Compared to other coffee-heavy regions, large parts of Guji feel like prehistoric backwoods. Coffee farms in many parts of Guji begin at 2000 meters in elevation and tend to climb from there. The highland farming communities in this part of the country can be at turns Edenic in their natural purity, and startlingly remote. EDN Ethiopian Coffee & Processing EDN Ethiopian Coffee is an independent processor and exporter of coffee with processing sites in Guji, Gedeb, and Sidama. The coffee was processed at EDN’s local site in Chelchele community, part of the Gedeb district in southern Yirgacheffe, just across the border from Buku Sayasa. The Chelchele site services the coffee produced by a few hundred outgrowers, each with an average of 1-2 hectares of diversified farmland. While not certified organic, farming methods among smallholders here have traditionally favored organic and regenerative practices, and all produce subsistence crops for the families who live on site. EDN processes coffee both as sundried natural and anaerobically-fermented naturals. Naturals such as this one are received at the processing station in the form of fresh-picked cherry. Cherry is then sorted for defects and uniform ripeness and color, and then placed to ferment in cold water for 24 hours. After fermentation, coffee cherry are immediately moved to raised screen beds to dry in the sun. Drying takes 3-4 weeks depending on the local climate. After the coffee is fully dried it is transported to a local warehouse where it is rigorously assessed for quality and conditioned until it can be transported to Addis Ababa for final milling and export. During the harvest months the Chelchele site employs over 200 people to manage the continuous rotating and sorting of sundried cherry, as well as intake, payment, security, and inventory operations. All workers and their families receive educational resources, full daily meals, and on-site lodging during the harvest. They are also pursuing sustainability and social governance certifications to expand their global market. Keeping Specialty Value Alive The gorgeous arabica genetics of this area, blessed by some of the country’s healthiest biodiversity, could be easily ruined in transit, or homogenized into large regional blends with little traceability, both resulting in depleted pricing. One way for farmers to survive their price disadvantages was by having larger, more diversified family parcels, sometimes 20 acres or more, with equal emphasis on livestock or other crops for local markets as on coffee. But the vast majority have always been small and coffee-centered. Notably as well, cooperative unions, Ethiopia’s hallmark exporter organizations for small farmers, have little to no presence in this part of Guji. Were it not for private processing stations like EDN’s in Chelchele, many local growers in western Guji would have fewer options, worst of all being the sporadic, rogue coffee collector from Gedeo or farther, bringing low prices.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Ethiopia Guji 3 Natural Kercha,https://royalcoffee.com/product/3427097000054188093/,,$638.91,132.28 lb,Full Bag,Ethiopia,"Hambela Wamena woreda, Guji Zone, Oromia Region, Ethiopia",1950-2250 masl,650 farmers organized around the Kercha washing station,Indigenous cultivars,Full natural and dried on raised beds,,"There are few entrances to Guji--a distant and heavily forested swath of land stretching southeast through the lower corner of the massive Oromia region--and none of these routes are short, or for the queasy, in any way. Guji is heavy with primary forest thanks to the Guji tribe, a part of Ethiopia’s vast and diverse Oromo nation, who have for generations organized to reduce mining and logging outfits where they can, in a struggle to conserve the land’s sacred canopy. Compared to other coffee-heavy regions, large parts of Guji feel like prehistoric backwoods. Ashenafi Woressa’s processing station, called Kercha, is in Derkidame town, in the district of Hambela Wamena, which starts at the border of Gedeo zone (also known as Yirgacheffe) and runs southeast toward Shakiso. Historically even this part of Guji could be a full day’s walk from the nearest trading centers of Gedeb or Dilla to the west, which left many coffee farmers debilitated by lack of access to market, and cherry prices often less than half of neighboring Gedeo or Sidama zones. Coffee farms in this part of Guji begin at 2000 meters in elevation and tend to climb from there. To exit Hambela Wamena district to the west, as nearly all the coffee must do to begin the trek north to Addis Ababa, one regularly reaches heights of 2600 meters or higher, and yet the scenery remains as fertile and bustling as anywhere. The highland farming communities in this part of the country can be at turns Edenic in their natural purity, and startlingly remote. The gorgeous arabica genetics of this area, blessed by some of the country’s healthiest biodiversity, could be easily ruined in transit, or commodified and blended into lower grades as a result of the difficult geography. One way for farmers to survive these disadvantages was by having larger, more diversified parcels, sometimes 20 acres or more, with equal emphasis on livestock or other crops for local markets as on coffee. But the vast majority have always been small—2-4 acres only. Notably as well, cooperative unions, Ethiopia’s hallmark exporter organizations for small farmers, have little to no presence in Guji. Were it not for private washing stations like Kercha, local growers would have as their only option the sporadic, rogue coffee collector from Gedeo or farther, bringing rock bottom prices and a take-it-or-leave-it attitude. The Kercha processing station in Derikidame is most definitely an exception to the status quo for small farmers in Guji. And is an important island of commerce in the remote Hambela Wamena district.",Houston,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Ethiopia Guji 3 Natural Kercha,https://royalcoffee.com/product/3427097000054188099/,,$634.94,132.28 lb,Full Bag,Ethiopia,"Hambela Wamena woreda, Guji Zone, Oromia Region, Ethiopia",1950-2250 masl,650 farmers organized around the Kercha washing station,Indigenous cultivars,Full natural and dried on raised beds,,"There are few entrances to Guji--a distant and heavily forested swath of land stretching southeast through the lower corner of the massive Oromia region--and none of these routes are short, or for the queasy, in any way. Guji is heavy with primary forest thanks to the Guji tribe, a part of Ethiopia’s vast and diverse Oromo nation, who have for generations organized to reduce mining and logging outfits where they can, in a struggle to conserve the land’s sacred canopy. Compared to other coffee-heavy regions, large parts of Guji feel like prehistoric backwoods. Ashenafi Woressa’s processing station, called Kercha, is in Derkidame town, in the district of Hambela Wamena, which starts at the border of Gedeo zone (also known as Yirgacheffe) and runs southeast toward Shakiso. Historically even this part of Guji could be a full day’s walk from the nearest trading centers of Gedeb or Dilla to the west, which left many coffee farmers debilitated by lack of access to market, and cherry prices often less than half of neighboring Gedeo or Sidama zones. Coffee farms in this part of Guji begin at 2000 meters in elevation and tend to climb from there. To exit Hambela Wamena district to the west, as nearly all the coffee must do to begin the trek north to Addis Ababa, one regularly reaches heights of 2600 meters or higher, and yet the scenery remains as fertile and bustling as anywhere. The highland farming communities in this part of the country can be at turns Edenic in their natural purity, and startlingly remote. The gorgeous arabica genetics of this area, blessed by some of the country’s healthiest biodiversity, could be easily ruined in transit, or commodified and blended into lower grades as a result of the difficult geography. One way for farmers to survive these disadvantages was by having larger, more diversified parcels, sometimes 20 acres or more, with equal emphasis on livestock or other crops for local markets as on coffee. But the vast majority have always been small—2-4 acres only. Notably as well, cooperative unions, Ethiopia’s hallmark exporter organizations for small farmers, have little to no presence in Guji. Were it not for private washing stations like Kercha, local growers would have as their only option the sporadic, rogue coffee collector from Gedeo or farther, bringing rock bottom prices and a take-it-or-leave-it attitude. The Kercha processing station in Derikidame is most definitely an exception to the status quo for small farmers in Guji. And is an important island of commerce in the remote Hambela Wamena district.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Ethiopia Guji 3 Natural Kercha,https://royalcoffee.com/product/3427097000054188103/,,$634.94,132.28 lb,Full Bag,Ethiopia,"Hambela Wamena woreda, Guji Zone, Oromia Region, Ethiopia",1950-2250 masl,650 farmers organized around the Kercha washing station,Indigenous cultivars,Full natural and dried on raised beds,,"There are few entrances to Guji--a distant and heavily forested swath of land stretching southeast through the lower corner of the massive Oromia region--and none of these routes are short, or for the queasy, in any way. Guji is heavy with primary forest thanks to the Guji tribe, a part of Ethiopia’s vast and diverse Oromo nation, who have for generations organized to reduce mining and logging outfits where they can, in a struggle to conserve the land’s sacred canopy. Compared to other coffee-heavy regions, large parts of Guji feel like prehistoric backwoods. Ashenafi Woressa’s processing station, called Kercha, is in Derkidame town, in the district of Hambela Wamena, which starts at the border of Gedeo zone (also known as Yirgacheffe) and runs southeast toward Shakiso. Historically even this part of Guji could be a full day’s walk from the nearest trading centers of Gedeb or Dilla to the west, which left many coffee farmers debilitated by lack of access to market, and cherry prices often less than half of neighboring Gedeo or Sidama zones. Coffee farms in this part of Guji begin at 2000 meters in elevation and tend to climb from there. To exit Hambela Wamena district to the west, as nearly all the coffee must do to begin the trek north to Addis Ababa, one regularly reaches heights of 2600 meters or higher, and yet the scenery remains as fertile and bustling as anywhere. The highland farming communities in this part of the country can be at turns Edenic in their natural purity, and startlingly remote. The gorgeous arabica genetics of this area, blessed by some of the country’s healthiest biodiversity, could be easily ruined in transit, or commodified and blended into lower grades as a result of the difficult geography. One way for farmers to survive these disadvantages was by having larger, more diversified parcels, sometimes 20 acres or more, with equal emphasis on livestock or other crops for local markets as on coffee. But the vast majority have always been small—2-4 acres only. Notably as well, cooperative unions, Ethiopia’s hallmark exporter organizations for small farmers, have little to no presence in Guji. Were it not for private washing stations like Kercha, local growers would have as their only option the sporadic, rogue coffee collector from Gedeo or farther, bringing rock bottom prices and a take-it-or-leave-it attitude. The Kercha processing station in Derikidame is most definitely an exception to the status quo for small farmers in Guji. And is an important island of commerce in the remote Hambela Wamena district.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
